hhid,q502,q502_1,q502_2,q502_3
5186daad-6d0f-4b7b-ac70-8d89848f4f6c,No stove,0,0,0
5186daad-6d0f-4b7b-ac70-8d89848f4f6c,Solid-fuel stove,0,0,0
518a5469-20c7-42be-957a-cd10a144dc01,Biogas stove,0,0,0
518a5469-20c7-42be-957a-cd10a144dc01,Electric cooking stove,1,250,99
518a5469-20c7-42be-957a-cd10a144dc01,Kerosene fuel / other liquid fuel stove,0,0,0
518a5469-20c7-42be-957a-cd10a144dc01,LPG stove,0,0,0
518a5469-20c7-42be-957a-cd10a144dc01,No stove,0,0,0
518a5469-20c7-42be-957a-cd10a144dc01,Solid-fuel stove,0,0,0
51b7938c-17df-4b1f-a2ae-492278f59950,Biogas stove,0,0,0
51b7938c-17df-4b1f-a2ae-492278f59950,Electric cooking stove,0,0,0
51b7938c-17df-4b1f-a2ae-492278f59950,Kerosene fuel / other liquid fuel stove,0,0,0
51b7938c-17df-4b1f-a2ae-492278f59950,LPG stove,0,0,0
51b7938c-17df-4b1f-a2ae-492278f59950,No stove,0,0,0
51b7938c-17df-4b1f-a2ae-492278f59950,Solid-fuel stove,1,210,5000
51c549b7-dbcf-47a7-9743-c43fc248c0a0,Biogas stove,0,0,0
51c549b7-dbcf-47a7-9743-c43fc248c0a0,Electric cooking stove,0,0,0
51c549b7-dbcf-47a7-9743-c43fc248c0a0,Kerosene fuel / other liquid fuel stove,0,0,0
51c549b7-dbcf-47a7-9743-c43fc248c0a0,LPG stove,1,180,1500
51c549b7-dbcf-47a7-9743-c43fc248c0a0,No stove,0,0,0
51c549b7-dbcf-47a7-9743-c43fc248c0a0,Solid-fuel stove,0,0,0
51d77063-5717-4060-a943-a2f8721e8042,Biogas stove,0,0,0
51d77063-5717-4060-a943-a2f8721e8042,Electric cooking stove,0,0,0
51d77063-5717-4060-a943-a2f8721e8042,Kerosene fuel / other liquid fuel stove,0,0,0
51d77063-5717-4060-a943-a2f8721e8042,LPG stove,1,120,3500
51d77063-5717-4060-a943-a2f8721e8042,No stove,0,0,0
51d77063-5717-4060-a943-a2f8721e8042,Solid-fuel stove,0,0,0
5226e0ce-bef4-4e2a-be68-d545b4ae8b93,Biogas stove,0,0,0
5226e0ce-bef4-4e2a-be68-d545b4ae8b93,Electric cooking stove,0,0,0
5226e0ce-bef4-4e2a-be68-d545b4ae8b93,Kerosene fuel / other liquid fuel stove,0,0,0
5226e0ce-bef4-4e2a-be68-d545b4ae8b93,LPG stove,1,60,2500
5226e0ce-bef4-4e2a-be68-d545b4ae8b93,No stove,0,0,0
5226e0ce-bef4-4e2a-be68-d545b4ae8b93,Solid-fuel stove,0,0,0
5231e096-cbce-4e51-8644-7bc612c6756b,Biogas stove,0,0,0
5231e096-cbce-4e51-8644-7bc612c6756b,Electric cooking stove,0,0,0
5231e096-cbce-4e51-8644-7bc612c6756b,Kerosene fuel / other liquid fuel stove,0,0,0
5231e096-cbce-4e51-8644-7bc612c6756b,LPG stove,0,0,0
5231e096-cbce-4e51-8644-7bc612c6756b,No stove,0,0,0
5231e096-cbce-4e51-8644-7bc612c6756b,Solid-fuel stove,3,210,5000
52352a29-f0a1-4b9e-9996-80173f6fbd23,Biogas stove,0,0,0
52352a29-f0a1-4b9e-9996-80173f6fbd23,Electric cooking stove,0,0,0
52352a29-f0a1-4b9e-9996-80173f6fbd23,Kerosene fuel / other liquid fuel stove,0,0,0
52352a29-f0a1-4b9e-9996-80173f6fbd23,LPG stove,1,60,7000
52352a29-f0a1-4b9e-9996-80173f6fbd23,No stove,0,0,0
52352a29-f0a1-4b9e-9996-80173f6fbd23,Solid-fuel stove,0,0,0
52a6531e-4a00-4243-8424-2bbf97b4e428,Biogas stove,0,0,0
52a6531e-4a00-4243-8424-2bbf97b4e428,Electric cooking stove,0,0,0
52a6531e-4a00-4243-8424-2bbf97b4e428,Kerosene fuel / other liquid fuel stove,0,0,0
52a6531e-4a00-4243-8424-2bbf97b4e428,LPG stove,0,0,0
52a6531e-4a00-4243-8424-2bbf97b4e428,No stove,0,0,0
52a6531e-4a00-4243-8424-2bbf97b4e428,Solid-fuel stove,6,170,9000
52b30f05-0176-41cc-9141-9d86208f782a,Biogas stove,0,0,0
52b30f05-0176-41cc-9141-9d86208f782a,Electric cooking stove,0,0,0
52b30f05-0176-41cc-9141-9d86208f782a,Kerosene fuel / other liquid fuel stove,0,0,0
52b30f05-0176-41cc-9141-9d86208f782a,LPG stove,0,0,0
52b30f05-0176-41cc-9141-9d86208f782a,No stove,0,0,0
52b30f05-0176-41cc-9141-9d86208f782a,Solid-fuel stove,1,120,4000
52ff26c4-20a8-4337-822d-dc7cfd49b201,Biogas stove,0,0,0
52ff26c4-20a8-4337-822d-dc7cfd49b201,Electric cooking stove,0,0,0
52ff26c4-20a8-4337-822d-dc7cfd49b201,Kerosene fuel / other liquid fuel stove,0,0,0
52ff26c4-20a8-4337-822d-dc7cfd49b201,LPG stove,1,180,5600
52ff26c4-20a8-4337-822d-dc7cfd49b201,No stove,0,0,0
52ff26c4-20a8-4337-822d-dc7cfd49b201,Solid-fuel stove,1,140,2000
530a9b8f-31e9-4042-a5ec-f1bcf4363fe0,Biogas stove,0,0,0
530a9b8f-31e9-4042-a5ec-f1bcf4363fe0,Electric cooking stove,0,0,0
530a9b8f-31e9-4042-a5ec-f1bcf4363fe0,Kerosene fuel / other liquid fuel stove,0,0,0
530a9b8f-31e9-4042-a5ec-f1bcf4363fe0,LPG stove,1,240,1500
530a9b8f-31e9-4042-a5ec-f1bcf4363fe0,No stove,0,0,0
530a9b8f-31e9-4042-a5ec-f1bcf4363fe0,Solid-fuel stove,0,0,0
53127990-6a49-47fe-a4e3-2881ec76f225,Biogas stove,0,0,0
53127990-6a49-47fe-a4e3-2881ec76f225,Electric cooking stove,0,0,0
53127990-6a49-47fe-a4e3-2881ec76f225,Kerosene fuel / other liquid fuel stove,0,0,0
53127990-6a49-47fe-a4e3-2881ec76f225,LPG stove,0,0,0
53127990-6a49-47fe-a4e3-2881ec76f225,No stove,0,0,0
53127990-6a49-47fe-a4e3-2881ec76f225,Solid-fuel stove,3,360,10000
5322fcd4-eec1-4578-8e7b-d1381bdba82f,Biogas stove,0,0,0
5322fcd4-eec1-4578-8e7b-d1381bdba82f,Electric cooking stove,0,0,0
5322fcd4-eec1-4578-8e7b-d1381bdba82f,Kerosene fuel / other liquid fuel stove,1,200,2000
5322fcd4-eec1-4578-8e7b-d1381bdba82f,LPG stove,0,0,0
5322fcd4-eec1-4578-8e7b-d1381bdba82f,No stove,0,0,0
5322fcd4-eec1-4578-8e7b-d1381bdba82f,Solid-fuel stove,0,0,0
5325d33e-ff32-4318-8fa3-9fcf79156697,Biogas stove,0,0,0
5325d33e-ff32-4318-8fa3-9fcf79156697,Electric cooking stove,0,0,0
5325d33e-ff32-4318-8fa3-9fcf79156697,Kerosene fuel / other liquid fuel stove,0,0,0
5325d33e-ff32-4318-8fa3-9fcf79156697,LPG stove,1,150,4500
5325d33e-ff32-4318-8fa3-9fcf79156697,No stove,0,0,0
5325d33e-ff32-4318-8fa3-9fcf79156697,Solid-fuel stove,0,0,0
5333c44a-848c-4a5d-ac58-ad9412297f60,Biogas stove,0,0,0
5333c44a-848c-4a5d-ac58-ad9412297f60,Electric cooking stove,0,0,0
5333c44a-848c-4a5d-ac58-ad9412297f60,Kerosene fuel / other liquid fuel stove,0,0,0
5333c44a-848c-4a5d-ac58-ad9412297f60,LPG stove,0,0,0
5333c44a-848c-4a5d-ac58-ad9412297f60,No stove,0,0,0
5333c44a-848c-4a5d-ac58-ad9412297f60,Solid-fuel stove,1,210,4000
533e36d9-6642-4ed4-9f69-35fa8ebc5391,Biogas stove,0,0,0
533e36d9-6642-4ed4-9f69-35fa8ebc5391,Electric cooking stove,0,0,0
533e36d9-6642-4ed4-9f69-35fa8ebc5391,Kerosene fuel / other liquid fuel stove,0,0,0
533e36d9-6642-4ed4-9f69-35fa8ebc5391,LPG stove,0,0,0
533e36d9-6642-4ed4-9f69-35fa8ebc5391,No stove,0,0,0
533e36d9-6642-4ed4-9f69-35fa8ebc5391,Solid-fuel stove,1,120,8000
533f9cab-52c4-4b77-89e0-492c06e01420,Biogas stove,0,0,0
533f9cab-52c4-4b77-89e0-492c06e01420,Electric cooking stove,0,0,0
533f9cab-52c4-4b77-89e0-492c06e01420,Kerosene fuel / other liquid fuel stove,0,0,0
533f9cab-52c4-4b77-89e0-492c06e01420,LPG stove,1,180,7000
533f9cab-52c4-4b77-89e0-492c06e01420,No stove,0,0,0
533f9cab-52c4-4b77-89e0-492c06e01420,Solid-fuel stove,0,0,0
534d8979-fefa-4635-9a4f-60946a72f085,Biogas stove,0,0,0
534d8979-fefa-4635-9a4f-60946a72f085,Electric cooking stove,0,0,0
534d8979-fefa-4635-9a4f-60946a72f085,Kerosene fuel / other liquid fuel stove,0,0,0
534d8979-fefa-4635-9a4f-60946a72f085,LPG stove,0,0,0
534d8979-fefa-4635-9a4f-60946a72f085,No stove,0,0,0
534d8979-fefa-4635-9a4f-60946a72f085,Solid-fuel stove,1,180,4000
53740200-c419-4d73-9bd1-b35b7ba0277a,Biogas stove,0,0,0
53740200-c419-4d73-9bd1-b35b7ba0277a,Electric cooking stove,0,0,0
53740200-c419-4d73-9bd1-b35b7ba0277a,Kerosene fuel / other liquid fuel stove,0,0,0
53740200-c419-4d73-9bd1-b35b7ba0277a,LPG stove,1,150,3000
53740200-c419-4d73-9bd1-b35b7ba0277a,No stove,0,0,0
53740200-c419-4d73-9bd1-b35b7ba0277a,Solid-fuel stove,0,0,0
537a477d-8fd0-4f1b-a16b-f8fce977fb26,Biogas stove,0,0,0
537a477d-8fd0-4f1b-a16b-f8fce977fb26,Electric cooking stove,0,0,0
537a477d-8fd0-4f1b-a16b-f8fce977fb26,Kerosene fuel / other liquid fuel stove,1,120,3000
537a477d-8fd0-4f1b-a16b-f8fce977fb26,LPG stove,0,0,0
537a477d-8fd0-4f1b-a16b-f8fce977fb26,No stove,0,0,0
537a477d-8fd0-4f1b-a16b-f8fce977fb26,Solid-fuel stove,0,0,0
53847780-87d3-4f6e-a1e8-028bdd78961b,Biogas stove,0,0,0
53847780-87d3-4f6e-a1e8-028bdd78961b,Electric cooking stove,0,0,0
53847780-87d3-4f6e-a1e8-028bdd78961b,Kerosene fuel / other liquid fuel stove,0,0,0
53847780-87d3-4f6e-a1e8-028bdd78961b,LPG stove,1,45,7200
53847780-87d3-4f6e-a1e8-028bdd78961b,No stove,0,0,0
53847780-87d3-4f6e-a1e8-028bdd78961b,Solid-fuel stove,0,0,0
5391611a-961e-4401-841b-e700007fb10f,Biogas stove,0,0,0
5391611a-961e-4401-841b-e700007fb10f,Electric cooking stove,2,300,0
5391611a-961e-4401-841b-e700007fb10f,Kerosene fuel / other liquid fuel stove,0,0,0
5391611a-961e-4401-841b-e700007fb10f,LPG stove,2,420,9000
5391611a-961e-4401-841b-e700007fb10f,No stove,0,0,0
5391611a-961e-4401-841b-e700007fb10f,Solid-fuel stove,0,0,0
53ba754b-45c5-4ace-b3e3-82f5b198b666,Biogas stove,0,0,0
53ba754b-45c5-4ace-b3e3-82f5b198b666,Electric cooking stove,0,0,0
53ba754b-45c5-4ace-b3e3-82f5b198b666,Kerosene fuel / other liquid fuel stove,0,0,0
53ba754b-45c5-4ace-b3e3-82f5b198b666,LPG stove,0,0,0
53ba754b-45c5-4ace-b3e3-82f5b198b666,No stove,0,0,0
53ba754b-45c5-4ace-b3e3-82f5b198b666,Solid-fuel stove,2,200,4000
53dccf8a-e02d-477e-9c64-ed993867940d,Biogas stove,0,0,0
53dccf8a-e02d-477e-9c64-ed993867940d,Electric cooking stove,0,0,0
53dccf8a-e02d-477e-9c64-ed993867940d,Kerosene fuel / other liquid fuel stove,3,240,5000
53dccf8a-e02d-477e-9c64-ed993867940d,LPG stove,0,0,0
53dccf8a-e02d-477e-9c64-ed993867940d,No stove,0,0,0
53dccf8a-e02d-477e-9c64-ed993867940d,Solid-fuel stove,0,0,0
53e90527-6b74-4443-a9bb-b009b317736c,Biogas stove,0,0,0
53e90527-6b74-4443-a9bb-b009b317736c,Electric cooking stove,0,0,0
53e90527-6b74-4443-a9bb-b009b317736c,Kerosene fuel / other liquid fuel stove,0,0,0
53e90527-6b74-4443-a9bb-b009b317736c,LPG stove,1,90,3500
53e90527-6b74-4443-a9bb-b009b317736c,No stove,0,0,0
53e90527-6b74-4443-a9bb-b009b317736c,Solid-fuel stove,0,0,0
53f5faa0-a152-4feb-b00b-0e797042403d,Biogas stove,0,0,0
53f5faa0-a152-4feb-b00b-0e797042403d,Electric cooking stove,1,120,0
53f5faa0-a152-4feb-b00b-0e797042403d,Kerosene fuel / other liquid fuel stove,0,0,0
53f5faa0-a152-4feb-b00b-0e797042403d,LPG stove,1,45,12000
53f5faa0-a152-4feb-b00b-0e797042403d,No stove,0,0,0
53f5faa0-a152-4feb-b00b-0e797042403d,Solid-fuel stove,0,0,0
540e0adf-b6df-44ae-bf63-92e9301beb8b,Biogas stove,0,0,0
540e0adf-b6df-44ae-bf63-92e9301beb8b,Electric cooking stove,0,0,0
540e0adf-b6df-44ae-bf63-92e9301beb8b,Kerosene fuel / other liquid fuel stove,0,0,0
540e0adf-b6df-44ae-bf63-92e9301beb8b,LPG stove,0,0,0
540e0adf-b6df-44ae-bf63-92e9301beb8b,No stove,0,0,0
540e0adf-b6df-44ae-bf63-92e9301beb8b,Solid-fuel stove,1,240,2000
54282868-b025-4138-b8a9-87c7054666a9,Biogas stove,0,0,0
54282868-b025-4138-b8a9-87c7054666a9,Electric cooking stove,0,0,0
54282868-b025-4138-b8a9-87c7054666a9,Kerosene fuel / other liquid fuel stove,0,0,0
54282868-b025-4138-b8a9-87c7054666a9,LPG stove,1,120,3200
54282868-b025-4138-b8a9-87c7054666a9,No stove,0,0,0
54282868-b025-4138-b8a9-87c7054666a9,Solid-fuel stove,2,120,2600
5432a4d7-9225-4a51-a718-8c2be76c5b82,Biogas stove,1,180,8000
5432a4d7-9225-4a51-a718-8c2be76c5b82,Electric cooking stove,0,0,0
5432a4d7-9225-4a51-a718-8c2be76c5b82,Kerosene fuel / other liquid fuel stove,0,0,0
5432a4d7-9225-4a51-a718-8c2be76c5b82,LPG stove,0,0,0
5432a4d7-9225-4a51-a718-8c2be76c5b82,No stove,0,0,0
5432a4d7-9225-4a51-a718-8c2be76c5b82,Solid-fuel stove,1,180,1800
5443108e-1057-4093-8c6a-7f8c42864d6e,Biogas stove,0,0,0
5443108e-1057-4093-8c6a-7f8c42864d6e,Electric cooking stove,0,0,0
5443108e-1057-4093-8c6a-7f8c42864d6e,Kerosene fuel / other liquid fuel stove,1,90,2500
5443108e-1057-4093-8c6a-7f8c42864d6e,LPG stove,0,0,0
5443108e-1057-4093-8c6a-7f8c42864d6e,No stove,0,0,0
5443108e-1057-4093-8c6a-7f8c42864d6e,Solid-fuel stove,1,90,2000
545a00dc-8260-4151-8b1d-50c30d06462a,Biogas stove,0,0,0
545a00dc-8260-4151-8b1d-50c30d06462a,Electric cooking stove,0,0,0
545a00dc-8260-4151-8b1d-50c30d06462a,Kerosene fuel / other liquid fuel stove,0,0,0
545a00dc-8260-4151-8b1d-50c30d06462a,LPG stove,1,120,4000
545a00dc-8260-4151-8b1d-50c30d06462a,No stove,0,0,0
545a00dc-8260-4151-8b1d-50c30d06462a,Solid-fuel stove,0,0,0
545a0fb6-f5c0-4bb8-91ae-bf2f0ce5893b,Biogas stove,0,0,0
545a0fb6-f5c0-4bb8-91ae-bf2f0ce5893b,Electric cooking stove,0,0,0
545a0fb6-f5c0-4bb8-91ae-bf2f0ce5893b,Kerosene fuel / other liquid fuel stove,0,0,0
545a0fb6-f5c0-4bb8-91ae-bf2f0ce5893b,LPG stove,1,120,1250
545a0fb6-f5c0-4bb8-91ae-bf2f0ce5893b,No stove,0,0,0
545a0fb6-f5c0-4bb8-91ae-bf2f0ce5893b,Solid-fuel stove,0,0,0
545b8567-bc2d-47c0-9737-14fed667dd92,Biogas stove,0,0,0
545b8567-bc2d-47c0-9737-14fed667dd92,Electric cooking stove,0,0,0
545b8567-bc2d-47c0-9737-14fed667dd92,Kerosene fuel / other liquid fuel stove,0,0,0
545b8567-bc2d-47c0-9737-14fed667dd92,LPG stove,1,130,1750
545b8567-bc2d-47c0-9737-14fed667dd92,No stove,0,0,0
545b8567-bc2d-47c0-9737-14fed667dd92,Solid-fuel stove,0,0,0
5479a525-39bd-4bfb-a593-953b71e9e89b,Biogas stove,0,0,0
5479a525-39bd-4bfb-a593-953b71e9e89b,Electric cooking stove,0,0,0
5479a525-39bd-4bfb-a593-953b71e9e89b,Kerosene fuel / other liquid fuel stove,0,0,0
5479a525-39bd-4bfb-a593-953b71e9e89b,LPG stove,1,120,3800
5479a525-39bd-4bfb-a593-953b71e9e89b,No stove,0,0,0
5479a525-39bd-4bfb-a593-953b71e9e89b,Solid-fuel stove,0,0,0
547c737d-d13e-4a37-991a-fd72a88110bf,Biogas stove,0,0,0
547c737d-d13e-4a37-991a-fd72a88110bf,Electric cooking stove,0,0,0
547c737d-d13e-4a37-991a-fd72a88110bf,Kerosene fuel / other liquid fuel stove,0,0,0
547c737d-d13e-4a37-991a-fd72a88110bf,LPG stove,0,0,0
547c737d-d13e-4a37-991a-fd72a88110bf,No stove,0,0,0
547c737d-d13e-4a37-991a-fd72a88110bf,Solid-fuel stove,12,360,5000
547ec983-a628-40ef-b601-35a5d190a5c6,Biogas stove,0,0,0
547ec983-a628-40ef-b601-35a5d190a5c6,Electric cooking stove,0,0,0
547ec983-a628-40ef-b601-35a5d190a5c6,Kerosene fuel / other liquid fuel stove,0,0,0
547ec983-a628-40ef-b601-35a5d190a5c6,LPG stove,0,0,0
547ec983-a628-40ef-b601-35a5d190a5c6,No stove,0,0,0
547ec983-a628-40ef-b601-35a5d190a5c6,Solid-fuel stove,4,180,3000
548449f6-080f-4a6b-8100-556b8fa703a2,Biogas stove,5,120,40000
548449f6-080f-4a6b-8100-556b8fa703a2,Electric cooking stove,0,0,0
548449f6-080f-4a6b-8100-556b8fa703a2,Kerosene fuel / other liquid fuel stove,0,0,0
548449f6-080f-4a6b-8100-556b8fa703a2,LPG stove,0,0,0
548449f6-080f-4a6b-8100-556b8fa703a2,No stove,0,0,0
548449f6-080f-4a6b-8100-556b8fa703a2,Solid-fuel stove,1,120,4000
54907021-bc67-4f23-b176-d2bf199579bd,Biogas stove,0,0,0
54907021-bc67-4f23-b176-d2bf199579bd,Electric cooking stove,0,0,0
54907021-bc67-4f23-b176-d2bf199579bd,Kerosene fuel / other liquid fuel stove,1,46,2400
54907021-bc67-4f23-b176-d2bf199579bd,LPG stove,0,0,0
54907021-bc67-4f23-b176-d2bf199579bd,No stove,0,0,0
54907021-bc67-4f23-b176-d2bf199579bd,Solid-fuel stove,0,0,0
54be87cb-e8a9-4159-8a74-c80db74b090a,Biogas stove,0,0,0
54be87cb-e8a9-4159-8a74-c80db74b090a,Electric cooking stove,0,0,0
54be87cb-e8a9-4159-8a74-c80db74b090a,Kerosene fuel / other liquid fuel stove,0,0,0
54be87cb-e8a9-4159-8a74-c80db74b090a,LPG stove,0,0,0
54be87cb-e8a9-4159-8a74-c80db74b090a,No stove,0,0,0
54be87cb-e8a9-4159-8a74-c80db74b090a,Solid-fuel stove,2,180,6000
54bf3e30-d2d9-40e3-88b7-c970ca992d14,Biogas stove,0,0,0
54bf3e30-d2d9-40e3-88b7-c970ca992d14,Electric cooking stove,0,0,0
54bf3e30-d2d9-40e3-88b7-c970ca992d14,Kerosene fuel / other liquid fuel stove,0,0,0
54bf3e30-d2d9-40e3-88b7-c970ca992d14,LPG stove,0,0,0
54bf3e30-d2d9-40e3-88b7-c970ca992d14,No stove,0,0,0
54bf3e30-d2d9-40e3-88b7-c970ca992d14,Solid-fuel stove,2,180,5000
54d8891f-2cef-46be-bab7-b63413068f79,Biogas stove,0,0,0
54d8891f-2cef-46be-bab7-b63413068f79,Electric cooking stove,0,0,0
54d8891f-2cef-46be-bab7-b63413068f79,Kerosene fuel / other liquid fuel stove,0,0,0
54d8891f-2cef-46be-bab7-b63413068f79,LPG stove,1,120,12000
54d8891f-2cef-46be-bab7-b63413068f79,No stove,0,0,0
54d8891f-2cef-46be-bab7-b63413068f79,Solid-fuel stove,0,0,0
54ff99c7-c333-40c3-a4c4-0e0be9462df6,Biogas stove,0,0,0
54ff99c7-c333-40c3-a4c4-0e0be9462df6,Electric cooking stove,0,0,0
54ff99c7-c333-40c3-a4c4-0e0be9462df6,Kerosene fuel / other liquid fuel stove,0,0,0
54ff99c7-c333-40c3-a4c4-0e0be9462df6,LPG stove,0,0,0
54ff99c7-c333-40c3-a4c4-0e0be9462df6,No stove,0,0,0
54ff99c7-c333-40c3-a4c4-0e0be9462df6,Solid-fuel stove,1,120,2500
552e5716-5ecf-4041-9857-a787ebdf747a,Biogas stove,0,0,0
552e5716-5ecf-4041-9857-a787ebdf747a,Electric cooking stove,0,0,0
552e5716-5ecf-4041-9857-a787ebdf747a,Kerosene fuel / other liquid fuel stove,0,0,0
552e5716-5ecf-4041-9857-a787ebdf747a,LPG stove,0,0,0
552e5716-5ecf-4041-9857-a787ebdf747a,No stove,0,0,0
552e5716-5ecf-4041-9857-a787ebdf747a,Solid-fuel stove,2,300,11000
555383b7-e2de-48de-8343-dfdcafe7193b,Biogas stove,0,0,0
555383b7-e2de-48de-8343-dfdcafe7193b,Electric cooking stove,0,0,0
555383b7-e2de-48de-8343-dfdcafe7193b,Kerosene fuel / other liquid fuel stove,0,0,0
555383b7-e2de-48de-8343-dfdcafe7193b,LPG stove,0,0,0
555383b7-e2de-48de-8343-dfdcafe7193b,No stove,0,0,0
555383b7-e2de-48de-8343-dfdcafe7193b,Solid-fuel stove,1,170,3000
5569dbd0-fb89-47c8-bf7c-51508d97c8a6,Biogas stove,0,0,0
5569dbd0-fb89-47c8-bf7c-51508d97c8a6,Electric cooking stove,0,0,0
5569dbd0-fb89-47c8-bf7c-51508d97c8a6,Kerosene fuel / other liquid fuel stove,0,0,0
5569dbd0-fb89-47c8-bf7c-51508d97c8a6,LPG stove,0,0,0
5569dbd0-fb89-47c8-bf7c-51508d97c8a6,No stove,0,0,0
5569dbd0-fb89-47c8-bf7c-51508d97c8a6,Solid-fuel stove,3,240,1000
5582a5e4-d1a5-46cc-87b9-8ab09cf339af,Biogas stove,0,0,0
5582a5e4-d1a5-46cc-87b9-8ab09cf339af,Electric cooking stove,0,0,0
5582a5e4-d1a5-46cc-87b9-8ab09cf339af,Kerosene fuel / other liquid fuel stove,0,0,0
5582a5e4-d1a5-46cc-87b9-8ab09cf339af,LPG stove,0,0,0
5582a5e4-d1a5-46cc-87b9-8ab09cf339af,No stove,0,0,0
5582a5e4-d1a5-46cc-87b9-8ab09cf339af,Solid-fuel stove,2,130,11000
55a1c555-091b-468f-8a4b-d4044d734547,Biogas stove,0,0,0
55a1c555-091b-468f-8a4b-d4044d734547,Electric cooking stove,0,0,0
55a1c555-091b-468f-8a4b-d4044d734547,Kerosene fuel / other liquid fuel stove,2,25,4000
55a1c555-091b-468f-8a4b-d4044d734547,LPG stove,0,0,0
55a1c555-091b-468f-8a4b-d4044d734547,No stove,0,0,0
55a1c555-091b-468f-8a4b-d4044d734547,Solid-fuel stove,0,0,0
55a8d734-1ad5-4b8e-9d1d-1e4542e856cd,Biogas stove,0,0,0
55a8d734-1ad5-4b8e-9d1d-1e4542e856cd,Electric cooking stove,0,0,0
55a8d734-1ad5-4b8e-9d1d-1e4542e856cd,Kerosene fuel / other liquid fuel stove,0,0,0
55a8d734-1ad5-4b8e-9d1d-1e4542e856cd,LPG stove,0,0,0
55a8d734-1ad5-4b8e-9d1d-1e4542e856cd,No stove,0,0,0
55a8d734-1ad5-4b8e-9d1d-1e4542e856cd,Solid-fuel stove,2,90,3100
55b914c1-f2b2-479e-9731-68b26499da4e,Biogas stove,0,0,0
55b914c1-f2b2-479e-9731-68b26499da4e,Electric cooking stove,0,0,0
55b914c1-f2b2-479e-9731-68b26499da4e,Kerosene fuel / other liquid fuel stove,0,0,0
55b914c1-f2b2-479e-9731-68b26499da4e,LPG stove,0,0,0
55b914c1-f2b2-479e-9731-68b26499da4e,No stove,0,0,0
55b914c1-f2b2-479e-9731-68b26499da4e,Solid-fuel stove,1,300,2000
55e97b8a-83dd-4bcc-a52e-ce6c35316d3a,Biogas stove,0,0,0
55e97b8a-83dd-4bcc-a52e-ce6c35316d3a,Electric cooking stove,0,0,0
55e97b8a-83dd-4bcc-a52e-ce6c35316d3a,Kerosene fuel / other liquid fuel stove,0,0,0
55e97b8a-83dd-4bcc-a52e-ce6c35316d3a,LPG stove,0,0,0
55e97b8a-83dd-4bcc-a52e-ce6c35316d3a,No stove,0,0,0
55e97b8a-83dd-4bcc-a52e-ce6c35316d3a,Solid-fuel stove,1,180,6000
55eefa84-72f1-4fb5-b24b-8511dea26785,Biogas stove,0,0,0
55eefa84-72f1-4fb5-b24b-8511dea26785,Electric cooking stove,0,0,0
55eefa84-72f1-4fb5-b24b-8511dea26785,Kerosene fuel / other liquid fuel stove,0,0,0
55eefa84-72f1-4fb5-b24b-8511dea26785,LPG stove,0,0,0
55eefa84-72f1-4fb5-b24b-8511dea26785,No stove,0,0,0
55eefa84-72f1-4fb5-b24b-8511dea26785,Solid-fuel stove,1,200,1500
5614fad6-f346-4cbc-9617-09106807b46a,Biogas stove,0,0,0
5614fad6-f346-4cbc-9617-09106807b46a,Electric cooking stove,0,0,0
5614fad6-f346-4cbc-9617-09106807b46a,Kerosene fuel / other liquid fuel stove,0,0,0
5614fad6-f346-4cbc-9617-09106807b46a,LPG stove,1,120,3000
5614fad6-f346-4cbc-9617-09106807b46a,No stove,0,0,0
5614fad6-f346-4cbc-9617-09106807b46a,Solid-fuel stove,1,180,6000
5621c4a3-bfbe-463b-99ac-16b3e1cbc30b,Biogas stove,0,0,0
5621c4a3-bfbe-463b-99ac-16b3e1cbc30b,Electric cooking stove,0,0,0
5621c4a3-bfbe-463b-99ac-16b3e1cbc30b,Kerosene fuel / other liquid fuel stove,0,0,0
5621c4a3-bfbe-463b-99ac-16b3e1cbc30b,LPG stove,0,0,0
5621c4a3-bfbe-463b-99ac-16b3e1cbc30b,No stove,0,0,0
5621c4a3-bfbe-463b-99ac-16b3e1cbc30b,Solid-fuel stove,5,240,5000
5660f25b-da84-4c89-bdd5-671fe9228b0e,Biogas stove,0,0,0
5660f25b-da84-4c89-bdd5-671fe9228b0e,Electric cooking stove,0,0,0
5660f25b-da84-4c89-bdd5-671fe9228b0e,Kerosene fuel / other liquid fuel stove,0,0,0
5660f25b-da84-4c89-bdd5-671fe9228b0e,LPG stove,1,35,1500
5660f25b-da84-4c89-bdd5-671fe9228b0e,No stove,0,0,0
5660f25b-da84-4c89-bdd5-671fe9228b0e,Solid-fuel stove,1,180,4000
566151b1-93cf-4134-b242-7f8227a93c7c,Biogas stove,0,0,0
566151b1-93cf-4134-b242-7f8227a93c7c,Electric cooking stove,0,0,0
566151b1-93cf-4134-b242-7f8227a93c7c,Kerosene fuel / other liquid fuel stove,0,0,0
566151b1-93cf-4134-b242-7f8227a93c7c,LPG stove,0,0,0
566151b1-93cf-4134-b242-7f8227a93c7c,No stove,0,0,0
566151b1-93cf-4134-b242-7f8227a93c7c,Solid-fuel stove,1,120,1500
5667d8df-4808-4594-a190-caac6c84c007,Biogas stove,0,0,0
5667d8df-4808-4594-a190-caac6c84c007,Electric cooking stove,0,0,0
5667d8df-4808-4594-a190-caac6c84c007,Kerosene fuel / other liquid fuel stove,0,0,0
5667d8df-4808-4594-a190-caac6c84c007,LPG stove,0,0,0
5667d8df-4808-4594-a190-caac6c84c007,No stove,0,0,0
